short_words,long_word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,short.started,fixation.started,short_list.started,fixation.stopped,short_list.stopped,short.stopped,recall1.started,text_2.started,text_2.stopped,textbox.started,text_3.started,mouse.started,recall1.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,long.started,fixation_2.started,long_list.started,fixation_2.stopped,long_list.stopped,long.stopped,recall2.started,text.started,text.stopped,textbox_2.started,text_4.started,mouse_2.started,recall2.stopped,textbox_2.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
bus,,0,0,0,1,,,,,0.13499329995829612,,0.12214920000405982,0.13499329995829612,1.0147108999663033,1.14758069999516,5.0140718999900855,4.999029600003269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
cat,,0,1,1,0,,,,,5.0140718999900855,,4.999567799968645,5.0140718999900855,6.014363299997058,6.014363299997058,10.013777999964077,9.998426500009373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
sun,,0,2,2,2,,,,,10.013777999964077,,9.999061099952087,10.013777999964077,11.013719099981245,11.013719099981245,15.013731399958488,14.998304399952758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
egg,,0,3,3,3,,,,,15.013731399958488,,14.998821399989538,15.013731399958488,16.013469099998474,16.013469099998474,20.01359049999155,19.99732829997083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
air,,0,4,4,4,,,,,20.01359049999155,,19.997837500006426,20.01359049999155,21.013390599982813,21.013390599982813,25.013140299997758,24.997425799956545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,,,,,,,,,,,,,,,,,,24.99753779999446,25.013140299997758,33.030832699965686,33.030832699965686,33.030832699965686,8.03047629998764,55.29715689999284,"air 
bus
cat
sun
egg","[0.023148148148148147, 0.04814814814814815, -0.000925925925925926]","[-0.02962962962962963, -0.07685185185185185, -0.32037037037037036]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.4795831000083126, 16.03158460004488, 22.265473300009035]",['text_3'],,,,,,,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,notebook,,,,,0,0,0,3,55.31515139999101,,,,,,,,,,,,,,,,,,,,,,,55.30784209998092,55.31515139999101,56.31155330000911,56.32818499999121,60.311548099969514,60.29559140000492,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,crocodile,,,,,0,1,1,0,60.311548099969514,,,,,,,,,,,,,,,,,,,,,,,60.296160999976564,60.311548099969514,61.311481299984735,61.311481299984735,65.31139089999488,65.29571859998396,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,mountain,,,,,0,2,2,2,65.31139089999488,,,,,,,,,,,,,,,,,,,,,,,65.29624840000179,65.31139089999488,66.31114079995314,66.31114079995314,70.31078689999413,70.29533019999508,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,umbrella,,,,,0,3,3,4,70.31078689999413,,,,,,,,,,,,,,,,,,,,,,,70.29583499999717,70.31078689999413,71.31078579998575,71.31078579998575,75.31045679998351,75.29475299996557,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,jewelery,,,,,0,4,4,1,75.31045679998351,,,,,,,,,,,,,,,,,,,,,,,75.29527030000463,75.31045679998351,76.31069449998904,76.31069449998904,80.31037779996404,80.2947823999566,,,,,,,,,,,,,,,,715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.29490449995501,80.31037779996404,88.31246180000016,88.31246180000016,88.31246180000016,8.015174800006207,105.16100799996639,"crocodile 
jewelery
notebook
mountain
",[-0.011111111111111112],[-0.28703703703703703],[1],[0],[0],[16.8473568999907],['text_4'],715315,001,2024-12-04_16h54.14.335,Solo_Project,2024.1.5,None,2024-12-04 16h54.25.446011 +0530,
